"Notes"	"County of Residence"	"County of Residence Code"	"Number of Prenatal Visits"	"Number of Prenatal Visits Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Mother's Education"	"Mother's Education Code"	"NICU Admission"	"NICU Admission Code"	Births	% of Total Births	Average Age of Mother (years)	Average OE Gestational Age (weeks)	Average Birth Weight (grams)	Average Pre-pregnancy BMI	Average Number of Prenatal Visits	Average Interval Since Last Live Birth (months)
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	19	0.01%	36.26	37.79	3372.42	30.12	Not Applicable	73.18
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	11	0.00%	36.82	32.36	2134.09	26.84	Not Applicable	50.80
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	51	0.01%	36.65	38.86	3468.73	27.40	Not Applicable	53.44
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	44	0.01%	36.61	38.68	3269.45	26.90	Not Applicable	40.69
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	13	0.00%	37.00	38.92	3430.00	23.30	Not Applicable	38.18
	"Baltimore County, MD"	"24005"	"Unknown or Not Stated"	"99"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	10	0.00%	41.50	37.50	3186.00	28.36	Not Applicable	85.50
	"Carroll County, MD"	"24013"	"3 prenatal visits"	"3"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	10	0.00%	27.30	37.40	2874.00	29.12	3.00	35.17
	"Carroll County, MD"	"24013"	"5 prenatal visits"	"5"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	27.10	37.30	3010.00	28.33	5.00	59.67
	"Carroll County, MD"	"24013"	"5 prenatal visits"	"5"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	14	0.00%	27.43	38.57	3522.86	25.31	5.00	28.67
	"Carroll County, MD"	"24013"	"5 prenatal visits"	"5"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	15	0.00%	31.87	38.73	3496.93	25.21	5.00	24.38
	"Carroll County, MD"	"24013"	"5 prenatal visits"	"5"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	10	0.00%	32.30	39.00	3491.00	26.20	5.00	43.29
	"Carroll County, MD"	"24013"	"5 prenatal visits"	"5"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	11	0.00%	37.45	36.45	2760.91	24.94	5.00	66.86
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	12	0.00%	22.08	38.67	3235.00	25.58	6.00	26.50
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	27.77	38.54	3177.00	26.41	6.00	59.43
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	11	0.00%	27.27	38.18	3371.36	24.81	6.00	29.00
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	10	0.00%	32.10	37.50	3020.40	25.96	6.00	61.00
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	31.73	37.36	3521.73	28.36	6.00	59.00
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	26	0.01%	31.65	38.54	3420.77	27.24	6.00	34.60
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	15	0.00%	31.87	38.33	3188.27	24.87	6.00	34.89
	"Carroll County, MD"	"24013"	"6 prenatal visits"	"6"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	12	0.00%	36.08	38.17	3497.33	25.73	6.00	28.20
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	19	0.01%	22.05	38.26	3207.63	25.52	7.00	26.89
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	26.62	38.00	3176.23	25.82	7.00	47.12
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	17	0.00%	27.12	38.65	3386.59	28.32	7.00	41.69
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	10	0.00%	26.90	37.80	3001.50	30.70	7.00	34.00
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	23	0.01%	27.91	38.61	3380.04	25.87	7.00	25.33
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	21	0.01%	31.62	37.10	3280.86	31.45	7.00	59.00
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	13	0.00%	32.15	37.69	3297.85	27.74	7.00	61.67
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	30	0.01%	31.87	37.97	3368.60	25.91	7.00	47.20
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	19	0.01%	31.89	38.53	3377.11	27.23	7.00	34.54
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	13	0.00%	36.15	38.08	3261.54	27.99	7.00	70.00
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	20	0.01%	35.90	38.65	3255.60	28.21	7.00	62.38
	"Carroll County, MD"	"24013"	"7 prenatal visits"	"7"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	13	0.00%	36.92	37.77	3134.31	26.45	7.00	37.11
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	28	0.01%	22.25	38.29	3265.36	28.61	8.00	30.00
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	15	0.00%	22.27	38.87	3361.20	27.54	8.00	37.50
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	20	0.01%	26.50	38.25	3238.15	24.67	8.00	38.91
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	25	0.01%	27.16	38.32	3410.24	27.38	8.00	43.12
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	19	0.01%	27.68	38.32	3420.00	27.74	8.00	50.25
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	32	0.01%	27.53	39.03	3362.03	24.01	8.00	33.25
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	21	0.01%	31.86	38.19	3099.95	28.26	8.00	51.92
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	27	0.01%	31.74	38.15	3289.37	26.86	8.00	48.28
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	15	0.00%	32.40	37.93	3278.13	27.06	8.00	36.30
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	10	0.00%	32.30	34.80	2710.20	29.83	8.00	55.20
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	43	0.01%	31.93	38.35	3345.00	27.01	8.00	37.06
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	31	0.01%	32.03	38.68	3338.29	26.83	8.00	31.79
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	11	0.00%	36.82	37.73	3487.73	32.28	8.00	62.25
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"Yes"	"1"	10	0.00%	36.50	35.60	2639.70	29.04	8.00	41.50
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	21	0.01%	36.95	37.76	3183.33	27.48	8.00	57.53
	"Carroll County, MD"	"24013"	"8 prenatal visits"	"8"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	22	0.01%	36.45	38.14	3315.23	27.32	8.00	33.31
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	11	0.00%	21.91	38.91	3332.64	24.93	9.00	28.00
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	38	0.01%	22.55	38.79	3255.13	26.35	9.00	31.87
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	27	0.01%	22.41	38.59	3398.70	27.31	9.00	26.17
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"9th through 12th grade with no diploma"	"2"	"No"	"2"	10	0.00%	27.30	39.20	3236.60	25.68	9.00	48.67
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	30	0.01%	27.40	39.00	3552.20	29.51	9.00	48.19
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	55	0.02%	26.60	38.91	3540.67	27.24	9.00	38.20
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	25	0.01%	27.16	39.16	3447.68	24.62	9.00	24.85
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	66	0.02%	27.53	38.77	3342.29	26.00	9.00	31.65
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	28	0.01%	27.96	38.71	3515.14	26.67	9.00	27.20
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	39	0.01%	31.72	38.79	3454.82	28.86	9.00	39.83
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	49	0.01%	31.80	38.61	3398.22	27.35	9.00	55.72
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	43	0.01%	31.84	38.40	3434.49	28.00	9.00	45.59
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	126	0.04%	31.72	38.77	3415.86	25.58	9.00	34.05
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	90	0.03%	32.06	38.43	3429.40	26.85	9.00	33.44
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	11	0.00%	32.73	38.91	3438.82	26.86	9.00	36.67
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	17	0.00%	36.76	37.88	2829.59	26.37	9.00	92.60
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	14	0.00%	36.36	37.71	3039.29	30.91	9.00	60.20
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	20	0.01%	37.25	38.05	3271.30	26.50	9.00	64.54
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	43	0.01%	36.40	38.60	3481.47	27.19	9.00	51.78
	"Carroll County, MD"	"24013"	"9 prenatal visits"	"9"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	39	0.01%	36.64	38.26	3391.13	27.21	9.00	53.30
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	51	0.01%	22.22	38.92	3343.82	26.16	10.00	32.25
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	26	0.01%	21.62	38.73	3396.12	25.68	10.00	34.82
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	12	0.00%	23.00	39.50	3586.08	28.23	10.00	29.33
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	11	0.00%	23.00	38.82	3238.73	26.06	10.00	18.00
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	62	0.02%	27.05	39.00	3454.52	28.65	10.00	48.05
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	57	0.02%	27.12	38.61	3338.88	28.06	10.00	42.75
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	45	0.01%	27.36	39.00	3395.42	27.35	10.00	37.65
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	108	0.03%	27.65	38.76	3492.04	27.52	10.00	32.19
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	42	0.01%	27.95	39.07	3458.19	25.61	10.00	28.00
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	38	0.01%	31.89	38.68	3485.00	28.59	10.00	49.42
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	70	0.02%	31.91	38.86	3458.90	28.29	10.00	39.84
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	45	0.01%	31.51	38.67	3385.24	25.08	10.00	44.62
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	156	0.05%	31.89	38.69	3446.70	26.51	10.00	35.45
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	108	0.03%	31.92	38.69	3438.95	25.92	10.00	32.68
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	18	0.01%	32.78	38.72	3447.83	25.56	10.00	30.75
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	13	0.00%	36.62	38.15	3341.54	32.37	10.00	98.43
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	36	0.01%	36.67	38.33	3342.06	28.66	10.00	98.92
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	18	0.01%	37.17	38.17	3220.22	26.93	10.00	87.36
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	60	0.02%	36.32	38.28	3345.30	26.59	10.00	46.15
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	65	0.02%	36.60	38.34	3528.95	26.46	10.00	40.78
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"35-39 years"	"35-39"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	12	0.00%	36.33	38.83	3535.83	27.84	10.00	51.50
	"Carroll County, MD"	"24013"	"10 prenatal visits"	"10"	"40-44 years"	"40-44"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	10	0.00%	40.80	38.10	3479.40	27.92	10.00	53.67
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	55	0.02%	22.44	38.98	3442.00	28.08	11.00	34.11
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	30	0.01%	22.37	38.77	3258.13	24.98	11.00	29.80
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"20-24 years"	"20-24"	"Associate degree (AA, AS)"	"5"	"No"	"2"	11	0.00%	23.36	38.82	3652.27	26.03	11.00	34.00
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	52	0.02%	26.98	38.63	3365.75	28.08	11.00	42.97
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	57	0.02%	27.30	38.70	3409.72	28.67	11.00	40.00
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	51	0.01%	27.39	38.63	3415.06	27.80	11.00	34.23
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	101	0.03%	27.38	38.87	3500.11	27.44	11.00	30.33
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	32	0.01%	28.06	38.97	3464.03	26.98	11.00	29.18
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	27	0.01%	31.67	38.48	3331.93	27.95	11.00	49.33
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	76	0.02%	31.82	38.86	3464.59	28.21	11.00	52.33
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	53	0.02%	31.87	38.75	3398.72	29.15	11.00	45.64
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	209	0.06%	31.78	38.98	3542.74	26.85	11.00	36.29
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"Yes"	"1"	15	0.00%	31.40	38.13	3364.60	26.61	11.00	29.12
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	132	0.04%	32.02	38.82	3425.13	25.93	11.00	31.77
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	16	0.00%	31.88	38.94	3376.25	22.76	11.00	28.57
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"High school graduate or GED completed"	"3"	"No"	"2"	23	0.01%	36.52	39.04	3415.74	31.23	11.00	82.00
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Some college credit, but not a degree"	"4"	"No"	"2"	27	0.01%	36.41	38.63	3490.26	30.37	11.00	48.90
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Associate degree (AA, AS)"	"5"	"No"	"2"	20	0.01%	36.65	38.15	3388.00	25.13	11.00	43.71
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	76	0.02%	36.42	38.58	3407.04	26.71	11.00	47.47
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"35-39 years"	"35-39"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	67	0.02%	36.57	38.94	3524.16	26.42	11.00	39.51
	"Carroll County, MD"	"24013"	"11 prenatal visits"	"11"	"40-44 years"	"40-44"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	10	0.00%	40.70	37.90	3244.00	30.78	11.00	33.71
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"High school graduate or GED completed"	"3"	"No"	"2"	47	0.01%	22.45	39.57	3547.47	26.64	12.00	33.40
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"Some college credit, but not a degree"	"4"	"No"	"2"	16	0.00%	22.75	39.81	3466.69	26.61	12.00	25.25
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"20-24 years"	"20-24"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	11	0.00%	23.55	39.27	3526.55	23.96	12.00	33.00
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"High school graduate or GED completed"	"3"	"No"	"2"	51	0.01%	27.02	38.94	3392.94	29.04	12.00	38.07
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Some college credit, but not a degree"	"4"	"No"	"2"	53	0.02%	27.28	38.94	3460.96	28.28	12.00	41.74
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Associate degree (AA, AS)"	"5"	"No"	"2"	43	0.01%	27.56	39.07	3586.26	27.25	12.00	36.96
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	96	0.03%	27.46	38.94	3452.30	25.21	12.00	32.33
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"25-29 years"	"25-29"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	46	0.01%	27.57	39.07	3423.11	26.13	12.00	31.27
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"High school graduate or GED completed"	"3"	"No"	"2"	37	0.01%	31.62	38.84	3480.16	27.62	12.00	54.29
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Some college credit, but not a degree"	"4"	"No"	"2"	57	0.02%	31.79	38.88	3501.95	27.86	12.00	50.61
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Associate degree (AA, AS)"	"5"	"No"	"2"	41	0.01%	31.44	39.07	3483.00	28.34	12.00	44.79
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Bachelor's degree (BA, AB, BS)"	"6"	"No"	"2"	176	0.05%	31.97	39.15	3534.74	26.01	12.00	35.80
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Master's degree (MA, MS, MEng, MEd, MSW, MBA)"	"7"	"No"	"2"	130	0.04%	32.03	38.82	3395.02	26.41	12.00	35.45
	"Carroll County, MD"	"24013"	"12 prenatal visits"	"12"	"30-34 years"	"30-34"	"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)"	"8"	"No"	"2"	11	0.00%	31.73	39.00	3518.18	25.71	12.00	41.20
